hsa-let-7a-3p
hsa-miR-4657
hsa-miR-4659a-3p
hsa-miR-4659b-3p
hsa-miR-466
hsa-miR-4662a-5p
hsa-miR-4665-5p
hsa-miR-4666a-3p
hsa-miR-4666a-5p
hsa-miR-4666b
hsa-miR-4667-3p
hsa-miR-4668-5p
hsa-miR-4672
hsa-miR-4675
hsa-miR-4676-3p
hsa-miR-4677-5p
hsa-miR-4684-3p
hsa-miR-4686
hsa-miR-4688
hsa-miR-4694-3p
hsa-miR-4698
hsa-miR-4701-3p
hsa-miR-4703-3p
hsa-miR-4709-5p
hsa-miR-4710
hsa-miR-4714-3p
hsa-miR-4715-5p
hsa-miR-4716-5p
hsa-miR-4717-3p
hsa-miR-4719
hsa-miR-4723-3p
hsa-miR-4724-3p
hsa-miR-4727-3p
hsa-miR-4728-5p
hsa-miR-4729
hsa-miR-4735-5p
hsa-miR-4741
hsa-miR-4742-3p
hsa-miR-4746-3p
hsa-miR-4749-3p
hsa-miR-4752
hsa-miR-4755-5p
hsa-miR-4756-3p
hsa-miR-4760-3p
hsa-miR-4760-5p
hsa-miR-4761-5p
hsa-miR-4764-3p
hsa-miR-4764-5p
hsa-miR-4768-3p
hsa-miR-4769-5p
hsa-miR-4773
hsa-miR-4775
hsa-miR-4777-3p
hsa-miR-4778-3p
hsa-miR-4781-3p
hsa-miR-4782-5p
hsa-miR-4785
hsa-miR-4789-3p
hsa-miR-4789-5p
hsa-miR-4792
hsa-miR-4795-3p
hsa-miR-4795-5p
hsa-miR-4796-3p
hsa-miR-4803
hsa-miR-485-3p
hsa-miR-486-5p
hsa-miR-487a-3p
hsa-miR-487a-5p
hsa-miR-487b-3p
hsa-miR-487b-5p
hsa-miR-488-3p
hsa-miR-490-5p
hsa-miR-493-5p
hsa-miR-494-3p
hsa-miR-494-5p
hsa-miR-495-3p
hsa-miR-495-5p
hsa-miR-497-5p
hsa-miR-4999-3p
hsa-miR-499a-5p
hsa-miR-5002-5p
hsa-miR-5003-3p
hsa-miR-5004-3p
hsa-miR-5006-3p
hsa-miR-5007-3p
hsa-miR-500a-5p
hsa-miR-5011-5p
hsa-miR-501-5p
hsa-miR-503-3p
hsa-miR-503-5p
hsa-miR-504-3p
hsa-miR-5047
hsa-miR-5089-3p
hsa-miR-5093
hsa-miR-5096
hsa-miR-510-3p
hsa-miR-511-3p
hsa-miR-511-5p
hsa-miR-513a-3p
hsa-miR-513b-3p
hsa-miR-513c-3p
hsa-miR-514a-3p
hsa-miR-514b-3p
hsa-miR-5193
hsa-miR-5194
hsa-miR-5195-5p
hsa-miR-5196-3p
hsa-miR-5197-5p
hsa-miR-519d-5p
hsa-miR-520d-5p
hsa-miR-522-3p
hsa-miR-524-5p
hsa-miR-532-3p
hsa-miR-539-3p
hsa-miR-539-5p
hsa-miR-541-3p
hsa-miR-543
hsa-miR-548a-5p
hsa-miR-548ab
hsa-miR-548ad-3p
hsa-miR-548ad-5p
hsa-miR-548ae-5p
hsa-miR-548ag
hsa-miR-548ah-5p
hsa-miR-548ai
hsa-miR-548ak
hsa-miR-548am-5p
hsa-miR-548an
hsa-miR-548ao-5p
hsa-miR-548ap-5p
hsa-miR-548aq-5p
hsa-miR-548ar-5p
hsa-miR-548as-5p
hsa-miR-548au-5p
hsa-miR-548av-5p
hsa-miR-548aw
hsa-miR-548ax
hsa-miR-548ay-5p
hsa-miR-548az-5p
hsa-miR-548b-5p
hsa-miR-548ba
hsa-miR-548bb-5p
hsa-miR-548c-3p
hsa-miR-548c-5p
hsa-miR-548d-5p
hsa-miR-548e-5p
hsa-miR-548h-5p
hsa-miR-548i
hsa-miR-548j-5p
hsa-miR-548k
hsa-miR-548l
hsa-miR-548m
hsa-miR-548n
hsa-miR-548o-5p
hsa-miR-548p
hsa-miR-548t-5p
hsa-miR-548w
hsa-miR-548y
hsa-miR-551b-5p
hsa-miR-552-5p
hsa-miR-556-3p
hsa-miR-557
hsa-miR-5579-5p
hsa-miR-5580-3p
hsa-miR-5583-3p
hsa-miR-5584-3p
hsa-miR-5584-5p
hsa-miR-5589-3p
hsa-miR-559
hsa-miR-5590-3p
hsa-miR-5591-3p
hsa-miR-567
hsa-miR-568
hsa-miR-5680
hsa-miR-5682
hsa-miR-5683
hsa-miR-5688
hsa-miR-5689
hsa-miR-569
hsa-miR-5690
hsa-miR-5692a
hsa-miR-5692b
hsa-miR-5692c
hsa-miR-5696
hsa-miR-5700
hsa-miR-5701
hsa-miR-570-5p
hsa-miR-5706
hsa-miR-5707
hsa-miR-573
hsa-miR-577
hsa-miR-578
hsa-miR-579-3p
hsa-miR-581
hsa-miR-582-3p
hsa-miR-582-5p
hsa-miR-584-5p
hsa-miR-585-3p
hsa-miR-585-5p
hsa-miR-590-3p
hsa-miR-595
hsa-miR-600
hsa-miR-603
hsa-miR-606
hsa-miR-6072
hsa-miR-6074
hsa-miR-6079
hsa-miR-608
hsa-miR-6083
hsa-miR-6084
hsa-miR-6086
hsa-miR-609
hsa-miR-6124
hsa-miR-625-5p
hsa-miR-629-3p
hsa-miR-629-5p
hsa-miR-630
hsa-miR-633
hsa-miR-639
hsa-miR-646
hsa-miR-647
hsa-miR-650
hsa-miR-6501-5p
hsa-miR-6503-5p
hsa-miR-6505-5p
hsa-miR-6507-5p
hsa-miR-6511a-3p
hsa-miR-6511b-3p
hsa-miR-6512-5p
hsa-miR-6513-3p
hsa-miR-651-3p
hsa-miR-6514-3p
hsa-miR-6515-3p
hsa-miR-6516-3p
hsa-miR-6516-5p
hsa-miR-652-5p
hsa-miR-653-3p
hsa-miR-654-5p
hsa-miR-655-3p
hsa-miR-656-3p
hsa-miR-656-5p
hsa-miR-659-3p
hsa-miR-660-3p
hsa-miR-664a-3p
hsa-miR-664b-3p
hsa-miR-668-3p
hsa-miR-670-3p
hsa-miR-6715a-3p
hsa-miR-6715b-3p
hsa-miR-6716-5p
hsa-miR-6717-5p
hsa-miR-6728-5p
hsa-miR-6729-3p
hsa-miR-6732-3p
hsa-miR-6738-5p
hsa-miR-6739-3p
hsa-miR-6742-5p
hsa-miR-6743-5p
hsa-miR-6751-5p
hsa-miR-6752-5p
hsa-miR-675-3p
hsa-miR-6755-3p
hsa-miR-675-5p
hsa-miR-6756-3p
hsa-miR-6758-3p
hsa-miR-6759-5p
hsa-miR-6762-3p
hsa-miR-676-5p
hsa-miR-6769b-3p
hsa-miR-6772-3p
hsa-miR-6772-5p
hsa-miR-6779-5p
hsa-miR-6780a-5p
hsa-miR-6782-5p
hsa-miR-6783-5p
hsa-miR-6785-5p
hsa-miR-6788-5p
hsa-miR-6789-5p
hsa-miR-6793-5p
hsa-miR-6794-3p
hsa-miR-6794-5p
hsa-miR-6795-5p
hsa-miR-6798-3p
hsa-miR-6799-5p
hsa-miR-6802-3p
hsa-miR-6802-5p
hsa-miR-6803-5p
hsa-miR-6806-5p
hsa-miR-6808-3p
hsa-miR-6809-3p
hsa-miR-6812-3p
hsa-miR-6816-3p
hsa-miR-6821-3p
hsa-miR-6823-5p
hsa-miR-6824-5p
hsa-miR-6825-5p
hsa-miR-6826-5p
hsa-miR-6828-5p
hsa-miR-6829-3p
hsa-miR-6830-3p
hsa-miR-6831-5p
hsa-miR-6832-3p
hsa-miR-6835-5p
hsa-miR-6836-3p
hsa-miR-6837-3p
hsa-miR-6838-5p
hsa-miR-6839-3p
hsa-miR-6839-5p
hsa-miR-6842-5p
hsa-miR-6844
hsa-miR-6849-5p
hsa-miR-6852-3p
hsa-miR-6853-3p
hsa-miR-6855-5p
hsa-miR-6857-5p
hsa-miR-6865-3p
hsa-miR-6866-5p
hsa-miR-6867-5p
hsa-miR-6868-3p
hsa-miR-6869-5p
hsa-miR-6873-3p
hsa-miR-6874-5p
hsa-miR-6875-3p
hsa-miR-6878-3p
hsa-miR-6878-5p
hsa-miR-6880-5p
hsa-miR-6881-3p
hsa-miR-6881-5p
hsa-miR-6883-3p
hsa-miR-6883-5p
hsa-miR-6884-3p
hsa-miR-6885-3p
hsa-miR-6885-5p
hsa-miR-6886-3p
hsa-miR-6887-3p
hsa-miR-6890-5p
hsa-miR-6891-3p
hsa-miR-6893-3p
hsa-miR-6895-3p
hsa-miR-708-3p
hsa-miR-7106-5p
hsa-miR-7110-5p
hsa-miR-7112-3p
hsa-miR-7-1-3p
hsa-miR-7151-5p
hsa-miR-7152-5p
hsa-miR-7154-3p
hsa-miR-7154-5p
hsa-miR-7156-5p
hsa-miR-7157-5p
hsa-miR-7159-5p
hsa-miR-7-2-3p
hsa-miR-744-3p
hsa-miR-758-3p
hsa-miR-7641
hsa-miR-765
hsa-miR-766-5p
hsa-miR-7703
hsa-miR-7847-3p
hsa-miR-7852-3p
hsa-miR-7854-3p
hsa-miR-7855-5p
hsa-miR-8054
hsa-miR-8056
hsa-miR-8061
hsa-miR-8066
hsa-miR-8068
hsa-miR-8070
hsa-miR-8075
hsa-miR-8076
hsa-miR-8081
hsa-miR-8082
hsa-miR-8485
hsa-miR-876-3p
hsa-miR-877-3p
hsa-miR-877-5p
hsa-miR-885-3p
hsa-miR-885-5p
hsa-miR-887-3p
hsa-miR-889-3p
hsa-miR-892c-3p
hsa-miR-92a-3p
hsa-miR-92b-3p
hsa-miR-939-5p
hsa-miR-944
hsa-miR-95-5p
hsa-miR-96-3p
hsa-miR-98-3p
hsa-miR-98-5p
hsa-miR-99a-5p
hsa-miR-99b-5p
